name,description,link_url,image_url,manufacturer_id
10.25″W Cilindro Novartis Wall Sconce | 131034,"Defined by an appealing transitional look, a unique curvaceous shade is crafted with sophisticated Copper colored Textrene and enhanced with a cantilever frame and hardware featured in a Stainless Steel finish. Within the sconce is a Contrail Mist Idalight cylindrical shaped diffuser. The fixture is illuminated with a customer-supplied Fluorescent T2 lamp and handcrafted by highly skilled artisans in the USA. Custom designs, sizes and colors are offered, as well as energy efficient lamping options such as LED. This sconce is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/10-25w-cilindro-novartis-wall-sconce-131034/,https://2ndave.com/wp-content/uploads/2022/12/131034.jpg,1261
10.25″W Sabre Wall Sconce | 132607,no description available.,https://2ndave.com/product/10-25w-sabre-wall-sconce-132607/,https://2ndave.com/wp-content/uploads/2022/12/132607.jpg,1261
10.5″Sq Quadrato Kitzi Pendant | 147402,"A sophisticated architecturally styled fixture is designed with a pizazz that is unique, fresh and stylish. Give your decor an extra edge with this breathtaking fixture, which is highlighted with a solid steel structure that surrounds a Statuario Idalight diffuser. The hardware and frame are featured in a handsome Solar Black finish. Handcrafted in the USA, Kitzi is available in custom sizes, styles and finishes, as well as dimmable energy efficient lamping options. The fixture is UL and CUL listed for dry and wet locations.",https://2ndave.com/product/10-5sq-quadrato-kitzi-pendant-147402/,https://2ndave.com/wp-content/uploads/2022/12/147402.jpg,1261
10.5″W Cilindro Kiltered Pendant | 135952,"A unique, two-piece cylindrical profile, this intriguing ceiling fixture reveals an innovative design with the top shade featuring Beige Oil Rubbed Kraft Paper and the bottom shade in Beige Seagrass Textrene with a Rainstone Idalight diffuser. This eye-catching pendant is enhanced with Timeless Bronze hardware. Handcrafted by highly skilled artisans in our manufacturing facility in Upstate New York, this pendant is available in a wide range of custom choices including various designs, colors, sizes and dimmable energy efficient lamping options such as LED. This fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/10-5w-cilindro-kiltered-pendant-135952/,https://2ndave.com/wp-content/uploads/2022/12/135952.jpg,1261
10.5″W Lapalma Wall Sconce | 115253,"Enjoy the rich time-honored look of Lapalma, an updated lantern design revealing classic styling and handcrafted construction. The shapely lantern features Clear Seeded glass, which is complemented with a frame, scroll arm and accents, and hardware featured in a Coffee Bean finish. The sconce illuminates with 3 customer supplied faux candlelights and is available in custom colors, designs, sizes and dimmable energy efficient lamping options such as LED. The fixture is UL and cUL listed for wet and dry locations.",https://2ndave.com/product/10-5w-lapalma-wall-sconce-115253/,https://2ndave.com/wp-content/uploads/2022/12/115253X10-11.jpg,1261
10.5″W Radha Semi-Flushmount | 160262,"Dramatic elegant scroll designs are highlighted on six side panels and the bottom diffuser of this beautiful pendant, which is featured in stunning Beige art glass. The scrolls, decorative accents and matching hardware are all featured in an exquisite Chestnut Textured finish. Handcrafted in the USA, this pendant is available in custom sizes, styles and colors, as well as dimmable energy efficient lamping options. This fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/10-5w-radha-semi-flushmount-160262/,https://2ndave.com/wp-content/uploads/2022/12/160262.jpg,1261
10″ High Shell Table Base | 11570,no description available.,https://2ndave.com/product/10-high-shell-table-base-11570/,https://2ndave.com/wp-content/uploads/2023/02/11570.jpg,1261
10″ Square Pontrefract Lantern Mini Pendant | 234526,"An enchanting ceiling pendant featuring Gothic charm. The Pontefract fixture features an Oil Rubbed Bronze finish that complements a Clear Seedy Glass lens revealing an Edison-style lamp. Place mini pendants in groups to create a dramatic design statement in hospitality, residential and commercial settings. The Pontefract Lantern Mini Pendant is featured in our American-made, American-designed, handcrafted Transitional Lighting Collection. Manufactured in Yorkville, NY. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/10-square-pontrefract-lantern-mini-pendant-234526/,https://2ndave.com/wp-content/uploads/2022/12/234526.jpg,1261
10″ Square Talon Pendant | 120172,"An extraordinary pendant marrying lighting technology and design. A Medium base Downlight shines brilliant illumination on a Tinted Lens that is cradled by an architecturally styled frame. The hardware is featured in a Satin Black Finish. Handcrafted in the USA, this unique pendant is available with nearly infinite custom options including special finishes, styles, sizes and lamping options. The 10-inch wide fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/10-square-talon-pendant-120172/,https://2ndave.com/wp-content/uploads/2022/12/120172.jpg,1261
10″ Square Terena Semi-Flushmount | 122181,"Add a graceful design element to your interiors while conjuring up an effervescent atmosphere with this elegant lighting fixture, which reveals Clear Seeded Glass and a shapely frame with decorative accents featured in a Chestnut Textured finish. Custom crafted by hand in our 180,000 square foot manufacturing facility in Yorkville, New York, this fixture can be specified as to the style, size, and finish personalizing each as a one of a kind piece or create in a single theme for an entire home or venue. The fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/10-square-terena-semi-flushmount-122181/,https://2ndave.com/wp-content/uploads/2022/12/122181.jpg,1261
10″ Wide Agate Wall Sconce | 120134,no description available.,https://2ndave.com/product/10-wide-agate-wall-sconce-120134/,https://2ndave.com/wp-content/uploads/2022/12/120134.jpg,1261
10″ Wide Ahriman 3 Light Wall Sconce | 255153,no description available.,https://2ndave.com/product/10-wide-ahriman-3-light-wall-sconce-255153/,https://2ndave.com/wp-content/uploads/2023/02/255153.jpg,1261
10″ Wide Alicia 1 Light Wall Sconce | 140526,no description available.,https://2ndave.com/product/10-wide-alicia-1-light-wall-sconce-140526/,https://2ndave.com/wp-content/uploads/2022/12/140526.jpg,1261
10″ Wide Alicia Wall Sconce | 199203,"The Alicia Wall Sconce features an exquisite look and graceful design. Crystal Pendalogs adorn the scrolled frame while a single Ivory faux candlelight delivers beautiful ambient illumination. The frame and hardware are featured in a Golden Bronze finish. Custom crafted in our 180,000 manufacturing facility in Yorkville, New York. Available in custom sizes and finishes. The decorative sconce is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/10-wide-alicia-wall-sconce-199203/,https://2ndave.com/wp-content/uploads/2022/12/199203.jpg,1261
10″ Wide Antonia 2 Light Wall Sconce | 141644,"Exquisite styling and luxurious charm are reflected in Antonia. This wall sconce features faceted Crystal accents, Acanthus leaf bobeches and rich Cajun Spice finished Hand-Forged Iron scrollwork. This elegant wall sconce embraces 2 Ivory faux candlelights. This wall fixture features hand detailed American craftsmanship perfected by years of time honored artistry, passed down from generations of highly skilled artisans. Handcrafted in our 180,000 square foot manufacturing facility in Yorkville, New York. Candlelight colors, metal finishes and sizes can be customized to meet your needs. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/10-wide-antonia-2-light-wall-sconce-141644/,https://2ndave.com/wp-content/uploads/2022/12/141644.jpg,1261
10″ Wide Bandino Wall Sconce | 120131,"This Bandino decorative wall fixture will add a sharp look to a hallway, corridor or any room in fine homes, hotels and restaurants and other settings. The Burnt Copper Lighted Block is wrapped with bold Costello Black accents. Custom crafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Diffuser colors, metal finishes and fixture sizes can be customized. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/10-wide-bandino-wall-sconce-120131/,https://2ndave.com/wp-content/uploads/2022/12/120131.jpg,1261
10″ Wide Bastille Lantern Wall Sconce | 147471,"A brilliant incarnation of a stylized lantern used to illuminate old world fortress paths and alleyways in historic Paris. The graceful scrolled arm, chimney styled header and step design are featured in a Golden Bronze finish for a rich look. The Clear Seeded Glass lens opens from the front for easy lamp replacement (bulbs are supplied by the customer). Handcrafted by highly skilled artisans in our Yorkville, NY manufacturing facility, this wall fixture is available in custom sizes, designs and styles as well as dimmable energy efficient lamping such as LED. The fixture is UL and cUL listed for damp, dry and wet locations.",https://2ndave.com/product/10-wide-bastille-lantern-wall-sconce-147471/,https://2ndave.com/wp-content/uploads/2022/12/147471.jpg,1261
10″ Wide Bastille Lantern Wall Sconce | 182587,"A brilliant incarnation of a stylized lantern used to illuminate old world fortress paths and streets in historic Paris. The chimney styled header and step design are featured in a Golden Bronze finish for a rich look. The Clear Seeded Glass lens opens from the front for easy lamp replacement (bulbs are supplied by the customer). This wall sconce is constructed of Solid Brass and ADA Compliant. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Candlelight colors, metal finishes and fixture sizes can be customized to your needs. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/10-wide-bastille-lantern-wall-sconce-182587/,https://2ndave.com/wp-content/uploads/2022/12/182587.jpg,1261
10″ Wide Bastille Lantern Wall Sconce | 233843,"Handcrafted of Solid Brass for interior and exterior lighting applications. A brilliant incarnation of a stylized lantern used to illuminate old world fortress paths and streets in historic Paris. The graceful Hand-forged Scrolled Iron arm, curved header and step design are featured in a Coffee Bean finish for a rich look. The Crystal Idalight lens opens from the front for easy lamp replacement. Bulbs are supplied by the customer. Domestically produced in our 180,000 sq ft manufacturing facility in Yorkville, NY. Customize lens colors, metal finishes and fixture sizes. UL and cUL listed for dry, damp and wet locations.",https://2ndave.com/product/10-wide-bastille-lantern-wall-sconce-233843/,https://2ndave.com/wp-content/uploads/2022/12/233843.jpg,1261
10″ Wide Bastille Wall Sconce | 115915,"A brilliant incarnation of a stylized lantern used to illuminate old world fortress paths and alleyways in historic Paris. The graceful scrolled arm and curved header design are featured in a Golden Verde finish for a rich look. The Clear Seeded Glass lens opens from the front for easy lamp replacement (bulbs are supplied by the customer). Handcrafted by highly skilled artisans in our Yorkville, NY manufacturing facility, this wall fixture is available in custom sizes, designs and styles as well as dimmable energy efficient lamping such as LED. The fixture is UL and cUL listed for damp and wet locations.",https://2ndave.com/product/10-wide-bastille-wall-sconce-115915/,https://2ndave.com/wp-content/uploads/2022/12/115915.jpg,1261
10″ Wide Bola Cilindro Pendant | 189216,"A cool contemporary look. A Clear Glass Orb reveals a White Glass cylinder in a chic pendant. The design is enhanced with a Brushed Nickel finish. Install for a variety of rooms in residential, hospitality and commercial settings. The overall height ranges from 12 to 78 inches as the cord length can be easily adjusted in the field to accommodate your specific lighting application needs. Handcrafted by master artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Shade colors, metal finishes and sizes can be customized to meet your needs. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/10-wide-bola-cilindro-pendant-189216/,https://2ndave.com/wp-content/uploads/2022/12/189216.jpg,1261
10″ Wide Bola Cilindro Pendant | 248043,"A cool contemporary look. A Clear Glass orb reveals a stylish Sahara Taupe Idalight cylinder in a chic pendant. The design is enhanced with hardware highlighted in a Tyler Bronze finish. Ideal for a variety of rooms in residential, hospitality and commercial environments. Beautiful ambient illumination emanates from energy efficient LED lamping. The Bola Cilindro Pendant is included in our American made, American designed, handcrafted Modern Lighting Collection.UL & cUL listed for dry and damp locations.",https://2ndave.com/product/10-wide-bola-cilindro-pendant-248043/,https://2ndave.com/wp-content/uploads/2022/12/248043.jpg,1261
10″ Wide Bonn Wall Sconce | 143892,no description available.,https://2ndave.com/product/10-wide-bonn-wall-sconce-143892/,https://2ndave.com/wp-content/uploads/2022/12/143892.jpg,1261
10″ Wide Branches with Leaves Wall Sconce | 115327,"Unparalleled natural organic composition comes to light in this striking Branch Leaf wall sconce. Delicate tree branches, twigs and buds are meticulously detailed in a Rustic Iron finish on a stunning Amber Mica diffuser. Custom crafted at the foothills of the breathtaking Adirondack Mountains, this wall sconce is available in custom designs, colors and sizes. Dimmable energy efficient lamping options such as LED are available. The wall luminaire is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/10-wide-branches-with-leaves-wall-sconce-115327/,https://2ndave.com/wp-content/uploads/2022/12/115327.jpg,1261
10″ Wide Cardiff Wall Sconce | 259405,no description available.,https://2ndave.com/product/10-wide-cardiff-wall-sconce-259405/,https://2ndave.com/wp-content/uploads/2023/03/259405.jpg,1261
10″ Wide Cartier Pendant | 222208,"The stunning Cartier pendant pairs a Tawnyrock Idalight shade with hardware in a Timeless Bronze finish. The overall height ranges from 28 to 87 inches as the chain length can be easily adjusted in the field to accommodate your specific lighting application needs. Ideal for illuminating islands, counters and tables in residential, hospitality and commercial settings. Handcrafted by master artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Shade colors, metal finishes and fixture sizes can be customized to meet your needs. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/10-wide-cartier-pendant-222208/,https://2ndave.com/wp-content/uploads/2022/12/222208.jpg,1261
10″ Wide Chronos 2 Light Wall Sconce | 121543,"Inspired by a modern hourglass. The Chronos wall sconce unveils dual Trumpet styled shades in a Custom Blue Idalight. The diffusers are complemented with an elaborate frame in a Chrome finish. This fixture was created by the hands of highly skilled artisans at our 180,000 square foot manufacturing facility in Yorkville, New York. Custom sizes, finishes and diffuser colors are available. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/10-wide-chronos-2-light-wall-sconce-121543/,https://2ndave.com/wp-content/uploads/2022/12/121543.jpg,1261
10″ Wide Cilindro Ashcroft 2 Light Wall Sconce | 216718,The material is Steel and Glass. The finish is Brushed Brass. The glass is Crackle Glass.,https://2ndave.com/product/10-wide-cilindro-ashcroft-2-light-wall-sconce-216718/,https://2ndave.com/wp-content/uploads/2022/12/216718.jpg,1261
10″ Wide Cilindro De Marfil Lino Pendant | 150735,"Designed with a stunning, cylindrical profile that fits into a wide range of interior decor, this pendant defines a distinctive sophisticated aesthetic. The handpainted Ivory Linen Idalight shade is complemented with a Crystal Idalight bottom diffuser and White finished hardware. The pendant illuminates with a customer-supplied PAR30 LED lamp. Handcrafted in the USA, this fixture is available in custom colors, styles and sizes, as well as dimmable energy efficient lamping options. The pendant is UL and cUL listed for damp and dry locations",https://2ndave.com/product/10-wide-cilindro-de-marfil-lino-pendant-150735/,https://2ndave.com/wp-content/uploads/2022/12/150735.jpg,1261
10″ Wide Cilindro Deco Wall Sconce | 178214,"A mesmerizing Art Deco design comes to light with the Cilindro Deco wall sconce. A gridwork mosaic featured across an Off-White Textrene Shade which is complemented with an Nickel powder coat finished hardware. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. This ADA wall sconce is available in custom sizes, styles and finishes. UL and cUL listed for dry and damp locations however we do not recommend installing it in spaces that experience a large amount of moisture due to the fabric diffuser.",https://2ndave.com/product/10-wide-cilindro-deco-wall-sconce-178214/,https://2ndave.com/wp-content/uploads/2022/12/178214.jpg,1261
10″ Wide Cilindro Deco Wall Sconce | 210932,"A mesmerizing Art Deco design comes to light with the Cilindro Deco wall sconce. A gridwork mosaic is featured across an Off-White Textrene Shade. The shade is complemented with Antique Brass finished hardware. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. This ADA wall sconce is available in custom sizes, styles and finishes. UL and cUL listed for dry and damp locations however we do not recommend installing it in spaces that experience a large amount of moisture due to the fabric shade.",https://2ndave.com/product/10-wide-cilindro-deco-wall-sconce-210932/,https://2ndave.com/wp-content/uploads/2022/12/210932.jpg,1261
