name,description,link_url,image_url,manufacturer_id
45″W Estrella 16 LT Two Tier Chandelier | 116031,"Exquisite grace and delicate beauty are blended to create a distinctive, elegant chandelier. A total of 16 Amber faux candlelights, each perched on a bobeche and scrolled arm, adorn two tiers of this luxurious chandelier. The decorative accents and hardware are offered in an alluring Blackened Pewter finish. Perfect for a large entryway, lobby, banquet hall or conference room, this chandelier is available in a variety of custom finishes, styles, sizes and dimmable energy efficient lamping options such as LED. Custom crafted in the USA, Estrella is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/45w-estrella-16-lt-two-tier-chandelier-116031/,https://2ndave.com/wp-content/uploads/2022/12/116031.jpg,1261
45″W Estrella 16 LT Two Tier Chandelier | 156129,"Exquisite grace and delicate beauty are blended to create a distinctive, elegant Grand Chandelier. A total of 16 Amber faux candlelights, each perched on a bobeche and scrolled arm, adorn two tiers of this luxurious chandelier. The decorative accents and hardware are offered in a stunning Antique Iron Gate finish. Perfect for a large entryway, lobby, banquet hall or conference room, this chandelier is available in a variety of finishes, styles, sizes and dimmable energy efficient lamping options such s LED. Custom crafted in the USA, Estrella is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/45w-estrella-16-lt-two-tier-chandelier-156129/,https://2ndave.com/wp-content/uploads/2022/12/156129.jpg,1261
46.5″W Covina Inverted Pendant | 139975,"Revealing an elegant transitional element for sophisticated interior decor, Covina features a Botticino Idalight lens. The diffuser is embraced with a frame, decorative accents and hardware in a handsome Chestnut finish. The fixture creates soothing illumination for any interior, from a conference room to a hotel lobby, to a residential dining room. Handcrafted in the USA, this pendant is available in custom sizes, styles and finishes. Dimmable energy efficient lamping options such as LED are available. This custom pendant is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/46-5w-covina-inverted-pendant-139975/,https://2ndave.com/wp-content/uploads/2022/12/139975.jpg,1261
46″ High Warwick 2 Light Wall Sconce | 140154,"Bring Gothic revival and a rustic motif into your home with the elegant Warwick wall sconce. The fixture features two Cream faux candlelights complemented with spearhead accents while providing ambient lighting that conjures up images of romanticized bygone days. Decorated with a Cast Iron Medallion and Hand-Rubbed with a Costello Black finish. Custom crafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Candlelight colors, metal finishes and fixture sizes can be customized. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/46-high-warwick-2-light-wall-sconce-140154/,https://2ndave.com/wp-content/uploads/2022/12/140154.jpg,1261
46″ Long Carefree 2 Lantern Outdoor Street Lamp | 136361,"Richly styled after classic street lights found throughout Europe, Carefree is an iconic street lamp which is timelessly appointed with two stately Rustic Bronze finished lanterns on an exquisite post, with charming architectural details and well-tailored lines. Ideal for exterior locations, twin lanterns embody Clear and Clear Seeded Glass. Illuminates with energy efficient LEDs for energy savings, reduced maintenance and long lamp life. The handsome lamp features a base with an exquisite scalloped design. Handcrafted in our manufacturing facility in Upstate New York. Custom options are available. The refined and sophisticated street lamp is UL and cUL listed for dry, damp and wet locations.",https://2ndave.com/product/46-long-carefree-2-lantern-outdoor-street-lamp-136361-2/,https://2ndave.com/wp-content/uploads/2022/12/136361.jpg,1261
46″ Long Elana 3 Light Pot Rack | 247727,"An upscale design that integrates form and function, Elana is highlighted with Hand-Forged Iron scroll accents and a Blackwash finished frame with hooks to display fine cookware for easy access in kitchens. Three luminaires provide optimal downlighting on counter surfaces, tabletops, islands and architectural accents. Overall height ranges from 26 to 56 inches as the chain easily adjusts in the field. The Elana Pot Rack is featured in our American-made, American-designed, handcrafted Lighted Pot Rack Collection. Manufactured in Yorkville, New York. UL and cUL listed for dry and damp locations. (Cookware not included)",https://2ndave.com/product/46-long-elana-3-light-pot-rack-247727/,https://2ndave.com/wp-content/uploads/2022/12/247727.jpg,1261
46″ Wide Barwick Wall Sconce | 183668,"A clean sleek cylindrical wall sconce. Barwick delivers beautiful ambient wall lighting with Integral LEDs for energy efficiency and long life. This unique wall luminaire is hand finished in Raw Copper for an authentic look. Custom crafted by artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Custom sizes, designs, colors available. Dimmable energy efficient lamping options offered. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/46-wide-barwick-wall-sconce-183668/,https://2ndave.com/wp-content/uploads/2022/12/183668.jpg,1261
46″ Wide Byzantine Flushmount | 254672,"Stylized Byzantine Cross insignias adorn the sturdy border of this classic ceiling fixture. This luxurious shade is handcrafted of Sahara Taupe Idalight, graced and complemented with Brushed Gold finished hardware to blend with nearly any interior decor. The fixture illuminates with 6 customer supplied 26-watt T4 Fluorescent Lamps and operates on a 277-volt system. This flushmount is perfect as the centerpiece for living spaces, foyers, conference rooms, lobbies and other spaces. Handmade by highly skilled artisans in the USA. Custom sizes, designs, finishes and dimmable energy efficient lamping options such as LED are available. UL and CUL listed dry and damp locations.",https://2ndave.com/product/46-wide-byzantine-flushmount-254672/,https://2ndave.com/wp-content/uploads/2022/12/254672.jpg,1261
46″ Wide Citadel 16 Light Pendant | 134704,"Utilizing a blend of timeless craftsmanship and classic design. The ever-popular Citadel brings home unsurpassed quality and shapely appeal. Evoking a dramatic effect, beautiful ambient light is evoked through a Rainstone Idalight lens. Citadel is enhanced with a dramatic design and frame featured in a Organic Rust finish. The overall height ranges from 63 to 134 inches as the chain length can be easily adjusted in the field to accommodate your specific lighting application needs. This ceiling pendant is handcrafted in our 180,000 square foot manufacturing facility in Yorkville, New York. Lantern styles, metal finishes and fixture sizes can be customized to your needs. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/46-wide-citadel-16-light-pendant-134704/,https://2ndave.com/wp-content/uploads/2022/12/134704.jpg,1261
46″ Wide Dragone 8 Light Chandelier | 120257,"Symbols of magic and power, classic Dragon designs are highlighted on the perimeter of this unique chandelier design. The ornate frame features elaborate scrollwork, Gothic accents and Fleur-de-lis motifs. 8 Ivory faux candlelights are perched on decorative bobeches embraced by curved arms. All hardware is hand finished in Gilded Tobacco. Handcrafted in our 180,000 square foot manufacturing facility in Yorkville, New York. Dragone is available in custom designs, finishes and sizes. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/46-wide-dragone-8-light-chandelier-120257/,https://2ndave.com/wp-content/uploads/2022/12/120257.jpg,1261
